,instance,rule,preprocessed rules,lang
185,toot.kif.rocks,"Bemühe dich um Zusammenarbeit, damit du Konflikte von Anfang an vermeiden kannst.",bemühe dich um zusammenarbeit damit du konflikte von anfang an vermeiden kannst,non-Englsih
186,toot.kif.rocks,"Nimm Abstand von erniedrigender, diskriminierender oder belästigender Sprache und Verhalten.",nimm abstand von erniedrigender diskriminierender oder belästigender sprache und verhalten,non-Englsih
187,toot.kif.rocks,"Achte auf deine Umgebung und die anderen Teilnehmenden. Mache die Admins darauf aufmerksam, wenn du eine gefährliche Situation, jemanden in Bedrängnis oder Verletzungen dieses Verhaltenskodexes bemerkst, selbst wenn sie zunächst belanglos erscheinen.",achte auf deine umgebung und die anderen teilnehmenden mache die admins darauf aufmerksam wenn du eine gefährliche situation jemanden in bedrängnis oder verletzungen dieses verhaltenskodexes bemerkst selbst wenn sie zunächst belanglos erscheinen,non-Englsih
188,social.chinwag.org,Bot accounts are generally not permitted. Ask first.,bot accounts are generally not permitted ask first,English
189,social.chinwag.org,"Chinwag is for people, not brands. Sign up as yourself, not your project.",chinwag is for people not brands sign up as yourself not your project,English
190,social.chinwag.org,"Don't upset the regulars. The longer you've been here, the more slack you get.",dont upset the regulars the longer youve been here the more slack you get,English
191,social.chinwag.org,"No harassment or bullying allowed, ever.",no harassment or bullying allowed ever,English
192,social.chinwag.org,"We're not prudes, but don't get overly sexual without Content Warnings.",were not prudes but dont get overly sexual without content warnings,English
193,social.chinwag.org,We're mostly Australians and don't fucking care if you swear a bit.,were mostly australians and dont fucking care if you swear a bit,English
194,bsd.network,See: https://bsd.network/terms,see httpsbsdnetworkterms,non-Englsih
198,glaceon.social,Please see the rules here: https://glaceon.social/about/more,please see the rules here httpsglaceonsocialaboutmore,English
199,plural.cafe,"Respect the self-identity, experiences, and personhood of others. All kinds of plurality are welcome here, as are all kinds of headmates. Keep in mind that others may not use the same language that you do.",respect the selfidentity experiences and personhood of others all kinds of plurality are welcome here as are all kinds of headmates keep in mind that others may not use the same language that you do,English
200,plural.cafe,"Bigotry, hatred, and oppression have no place here. Exclusionary rhetoric (e.g. asexual exclusion) is also not welcome. TERFs, SWERFs, white supremacists, and cops can fuck right off.",bigotry hatred and oppression have no place here exclusionary rhetoric eg asexual exclusion is also not welcome terfs swerfs white supremacists and cops can fuck right off,English
201,plural.cafe," Harassment, trolling, flaming, impersonation, and other kinds of abuse are not allowed. Please treat someone blocking one headmate's account as a block of your whole system. Also keep in mind that public gossip / ""subtoots"" may cross the line into harassment. ",harassment trolling flaming impersonation and other kinds of abuse are not allowed please treat someone blocking one headmates account as a block of your whole system also keep in mind that public gossip subtoots may cross the line into harassment,English
202,plural.cafe,"Use content warnings for posts about sex, kink, and genitals (preferably more specific than ""NSFW""). Please also use content warnings for common triggers (longer list in About).",use content warnings for posts about sex kink and genitals preferably more specific than nsfw please also use content warnings for common triggers longer list in about,English
203,plural.cafe,"No loli-, shota-, or kodo-con or otherwise sexualized images of minors, even if fictional.",no loli shota or kodocon or otherwise sexualized images of minors even if fictional,English
204,plural.cafe,"No spam, no corporate advertisements. Self-promotion is welcome - please feel free to advertise your commission slots or donation link or personal work!",no spam no corporate advertisements selfpromotion is welcome please feel free to advertise your commission slots or donation link or personal work,English
205,plural.cafe,"Don't get us into legal trouble. This includes, for example: being under 13 years of body age, full service sex work, credible threats of violence, doxxing, selling illegal drugs.",dont get us into legal trouble this includes for example being under 13 years of body age full service sex work credible threats of violence doxxing selling illegal drugs,English
206,plural.cafe,Don't try to take advantage of the rules to harm others. ,dont try to take advantage of the rules to harm others,English
207,glammr.us,"glammr.us is a space for folks interested in productive conversation about, well, galleries, libraries, archives, museums, memory work and records. ",glammrus is a space for folks interested in productive conversation about well galleries libraries archives museums memory work and records,English
208,glammr.us," We want this to be a fun, pleasant, and harassment-free experience for everyone, regardless of gender, gender identity and expression, sexual orientation, disability, physical appearance, body size, race, or religion. ",we want this to be a fun pleasant and harassmentfree experience for everyone regardless of gender gender identity and expression sexual orientation disability physical appearance body size race or religion,English
209,glammr.us,"We do not tolerate harassment of participants in any form. Participants asked to stop any harassing behavior are expected to comply immediately. If someone asks you to leave them alone, leave them alone.",we do not tolerate harassment of participants in any form participants asked to stop any harassing behavior are expected to comply immediately if someone asks you to leave them alone leave them alone,English
213,toots.social,🔗 https://go.con.sh/toots-social-invite,httpsgoconshtootssocialinvite,English
214,social.coletivos.org,"O que queremos?

Queremos que este seja um espaço de contacto, partilha e divulgação de informação entre pessoas e coletivos de iniciativas, acções e lutas.",o que queremos queremos que este seja um espaço de contacto partilha e divulgação de informação entre pessoas e coletivos de iniciativas acções e lutas,non-Englsih
215,social.coletivos.org,Sejam fixes unxs com os outrxs,sejam fixes unxs com os outrxs,non-Englsih
216,social.coletivos.org,"Ter respeito pelxs outrxs e as suas sensibilidades no debate e troca de ideias. Lá só porque tu podes ser mais caceteiro (ou não) numa discussão não quer dizer que outrxs o também sejam, ou se sintam bem com isso.",ter respeito pelxs outrxs e as suas sensibilidades no debate e troca de ideias lá só porque tu podes ser mais caceteiro ou não numa discussão não quer dizer que outrxs o também sejam ou se sintam bem com isso,non-Englsih
