,Unnamed: 0.1,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules,formality label,formality score,genre label,genre score
133,133,137,social.transpeak.lgbt,"All posts containing commonly triggering content (such as suicide, self-harm, sexual assault, CSA, etc.) should have an appropriate content warning. If you do not know how to use content warnings, please see the Mastodon documentation.",all posts containing commonly triggering content such as suicide selfharm sexual assault csa etc should have an appropriate content warning if you do not know how to use content warnings please see the mastodon documentation,English,all posts containing commonly triggering content such as suicide selfharm sexual assault csa etc should have an appropriate content warning if you do not know how to use content warnings please see the mastodon documentation,formal,0.8594149947166443,Legal,Legal
134,134,138,social.transpeak.lgbt,Please hide all NSFW content behind a CW.,please hide all nsfw content behind a cw,English,please hide all nsfw content behind a cw,informal,0.9974654912948608,Forum,Forum
135,135,139,yulran.masto.host,"This is a single-person instance so I'm not motivated enough to try to make an exhaustive list, but the majority of my interactions are with weirder.earth and scholar.social so you can expect that I'm following about the same standards as people there.",this is a singleperson instance so im not motivated enough to try to make an exhaustive list but the majority of my interactions are with weirderearth and scholarsocial so you can expect that im following about the same standards as people there,English,this is a singleperson instance so im not motivated enough to try to make an exhaustive list but the majority of my interactions are with weirderearth and scholarsocial so you can expect that im following about the same standards as people there,formal,0.7816186547279358,Forum,Forum
136,136,140,coach.masto.host,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting,formal,0.9112115502357483,Legal,Legal
137,137,141,coach.masto.host,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
138,138,142,coach.masto.host,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
139,139,143,coach.masto.host,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users,informal,0.9965498447418213,Legal,Legal
140,140,144,coach.masto.host,No content illegal in USA,no content illegal in usa,non-Englsih,no content illegal in usa,informal,0.9959736466407776,Legal,Legal
141,141,145,coach.masto.host,Do not share false or misleading information that may lead to physical harm.,do not share false or misleading information that may lead to physical harm,English,do not share false or misleading information that may lead to physical harm,formal,0.9667677283287048,Legal,Legal
142,142,146,coach.masto.host,No spamming or aggressive promotion. If you want to promote something do it responsibly with supporting facts and never only links.,no spamming or aggressive promotion if you want to promote something do it responsibly with supporting facts and never only links,English,no spamming or aggressive promotion if you want to promote something do it responsibly with supporting facts and never only links,informal,0.9556900858879089,Promotion,Promotion
143,143,147,coach.masto.host,Bots must be marked as Bot in their profile,bots must be marked as bot in their profile,English,bots must be marked as bot in their profile,informal,0.9937776327133179,Instruction,Instruction
144,144,148,coach.masto.host,Agree to the Code of Conduct and Terms of Services,agree to the code of conduct and terms of services,English,agree to the code of conduct and terms of services,informal,0.979221761226654,Legal,Legal
145,145,149,diddlyfx.space,no sex or p0rn - use content warnings wisely ,no sex or p0rn use content warnings wisely,English,no sex or p0rn use content warnings wisely,informal,0.9975582361221313,Promotion,Promotion
146,146,150,diddlyfx.space,no spam or advertising,no spam or advertising,non-Englsih,no spam or advertising,informal,0.9944093823432922,Promotion,Promotion
147,147,151,diddlyfx.space,"no racism, sexism, homophobia, transphobia",no racism sexism homophobia transphobia,non-Englsih,no racism sexism homophobia transphobia,informal,0.9974620342254639,Other,Other
148,148,152,diddlyfx.space,no illegal content,no illegal content,non-Englsih,no illegal content,informal,0.9936445951461792,Promotion,Promotion
149,149,153,diddlyfx.space,no incitement or promotion of violence or harm,no incitement or promotion of violence or harm,English,no incitement or promotion of violence or harm,informal,0.9807620644569397,Legal,Legal
150,150,154,diddlyfx.space,no harassment or doxing,no harassment or doxing,non-Englsih,no harassment or doxing,informal,0.9967402815818787,Forum,Forum
151,151,155,diddlyfx.space,"no fake news, disinformation",no fake news disinformation,English,no fake news disinformation,informal,0.9969262480735779,News,News
152,152,156,diddlyfx.space,"No theft of user’s IP (content, connections, profile) for monetorisation or advertising. ",no theft of users ip content connections profile for monetorisation or advertising,English,no theft of users ip content connections profile for monetorisation or advertising,informal,0.9969044327735901,Promotion,Promotion
153,153,157,diddlyfx.space,No profiling for advertising,no profiling for advertising,non-Englsih,no profiling for advertising,informal,0.9897440075874329,Promotion,Promotion
154,154,158,diddlyfx.space,No use of user data for training of AI / LLM / Algorithms,no use of user data for training of ai llm algorithms,English,no use of user data for training of ai llm algorithms,informal,0.9971670508384705,Information/Explanation,Information/Explanation
155,155,159,don.rag.pub,"It's one rule for me, and well, that's it.",its one rule for me and well thats it,English,its one rule for me and well thats it,informal,0.9975473284721375,Prose/Lyrical,Prose/Lyrical
156,156,160,acc4e.com,"Engage in respectful constructive conversations.
We are all allowed and welcome to disagree.
What is not acceptable is intolerance, harassment, hate, disrespect and illegal content.",engage in respectful constructive conversations we are all allowed and welcome to disagree what is not acceptable is intolerance harassment hate disrespect and illegal content,English,engage in respectful constructive conversations we are all allowed and welcome to disagree what is not acceptable is intolerance harassment hate disrespect and illegal content,formal,0.9704272747039795,Promotion,Promotion
157,157,161,wellduck.me,"Be kind. (Rewind?)

Be nice to people, and when you can't be nice, be firm but polite. Then move on. Block/mute if you gotta. 
Past that, use best judgement and/or pester your friendly neighborhood admin.",be kind rewind be nice to people and when you cant be nice be firm but polite then move on blockmute if you gotta past that use best judgement andor pester your friendly neighborhood admin,English,be kind rewind be nice to people and when you cant be nice be firm but polite then move on blockmute if you gotta past that use best judgement andor pester your friendly neighborhood admin,informal,0.9974949359893799,Promotion,Promotion
158,158,162,wellduck.me,"Not Up For Debate

Insofar as politics may come up, they should be CW'd appropriate and such posts are not to be taken as invitations to start a ""debate."" Period.",not up for debate insofar as politics may come up they should be cwd appropriate and such posts are not to be taken as invitations to start a debate period,English,not up for debate insofar as politics may come up they should be cwd appropriate and such posts are not to be taken as invitations to start a debate period,informal,0.923173725605011,Forum,Forum
159,159,163,3rdwall.net,Don't be a jerk.,dont be a jerk,non-Englsih,dont be a jerk,informal,0.996174693107605,Forum,Forum
160,160,164,3rdwall.net,No hacking.,no hacking,non-Englsih,no hacking,informal,0.9959736466407776,Opinion/Argumentation,Opinion/Argumentation
