GPT category single,GPT category set,Count
Personal,"{'Doxxing/ Personal Info', 'Copyright/ Piracy'}",1
Personal,"{'Doxxing/ Personal Info', 'Images'}",1
Personal,"{'Harassment', 'Incitement of Violence'}",1
Personal,"{'Hate Speech', 'Content Warnings', 'Images'}",1
Personal,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
Personal,"{'Hate Speech', 'Harassment', 'Trolling'}",1
Personal,"{'Illegal Content', 'Harassment', 'Spam'}",1
Personal,"{'Illegal Content', 'NSFW', 'Content Warnings'}",1
Personal,"{'Illegal Content', 'NSFW', 'Harassment', 'Hate Speech'}",1
Personal,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Advertising & Commercialization', 'Spam', 'Harassment', 'Incitement of Violence'}",1
Personal,"{'Illegal Content', 'NSFW', 'Images'}",1
Personal,"{'Illegal Content', 'NSFW', 'Spam'}",1
Personal,"{'Images', 'Incitement of Violence'}",1
Personal,"{'Links & Outside Content', 'Content Warnings'}",1
Personal,"{'Links & Outside Content', 'Copyright/ Piracy'}",1
Personal,"{'Links & Outside Content', 'Illegal Content'}",1
Personal,"{'Links & Outside Content', 'Images', 'Copyright/ Piracy'}",1
Personal,"{'Links & Outside Content', 'Off-topic/topic specific'}",1
Personal,"{'Mis/Disinformation/Conspiracy', 'Harassment', 'Doxxing/ Personal Info'}",1
Personal,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
Personal,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Spam'}",1
Personal,"{'Mis/Disinformation/Conspiracy', 'Impersonation'}",1
Personal,"{'Mis/Disinformation/Conspiracy', 'Spam'}",1
Personal,"{'Mis/Disinformation/Conspiracy', 'Trolling', 'Incitement of Violence'}",1
Personal,"{'NSFW', 'Doxxing/ Personal Info', 'Spam'}",1
Personal,"{'NSFW', 'Harassment'}",1
Personal,"{'NSFW', 'Off-topic/topic specific'}",1
Personal,"{'Not Applicable', 'Automated tools'}",1
Personal,"{'Not Applicable', 'Content Warnings'}",1
Personal,"{'Not Applicable', 'Doxxing/ Personal Info'}",1
Personal,"{'Not Applicable', 'Harassment'}",1
Personal,"{'Not Applicable', 'Off-topic/topic specific'}",1
Personal,"{'Not Applicable', 'Spam'}",1
Personal,"{'Off-topic/topic specific', 'Harassment'}",1
Personal,"{'Off-topic/topic specific', 'Trolling'}",1
Personal,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",1
Personal,{'Reposting/Crossposting'},1
Personal,"{'Spam', 'Automated tools'}",1
Pets,{'Hate Speech'},32
Pets,{'Illegal Content'},11
Pets,{'NSFW'},9
Pets,{'Doxxing/ Personal Info'},7
Pets,"{'NSFW', 'Content Warnings'}",7
Pets,"{'Harassment', 'Doxxing/ Personal Info'}",5
Pets,{'Harassment'},5
Pets,{'Incitement of Violence'},5
Pets,{'Mis/Disinformation/Conspiracy'},5
Pets,{'Spam'},5
Pets,"{'Advertising & Commercialization', 'Spam'}",3
Pets,{'Images'},3
Pets,{'Impersonation'},3
Pets,{'Advertising & Commercialization'},2
Pets,{'Content Warnings'},2
Pets,{'Copyright/ Piracy'},2
Pets,"{'NSFW', 'Images'}",2
Pets,"{'Advertising & Commercialization', 'Illegal Content'}",1
Pets,"{'Advertising & Commercialization', 'Not Applicable'}",1
Pets,"{'Content Warnings', 'Images'}",1
Pets,"{'Harassment', 'Impersonation'}",1
Pets,"{'Harassment', 'Incitement of Violence'}",1
Pets,"{'Harassment', 'Trolling'}",1
Pets,"{'Hate Speech', 'Harassment'}",1
Pets,"{'Hate Speech', 'Incitement of Violence'}",1
Pets,"{'Hate Speech', 'Off-topic/topic specific'}",1
Pets,"{'Hate Speech', 'Trolling'}",1
Pets,"{'Illegal Content', 'Hate Speech'}",1
Pets,"{'Illegal Content', 'Incitement of Violence'}",1
Pets,"{'Illegal Content', 'NSFW'}",1
Pets,"{'Links & Outside Content', 'Off-topic/topic specific'}",1
Pets,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
Pets,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
Pets,"{'NSFW', 'Content Warnings', 'Images'}",1
Pets,"{'Not Applicable', 'Automated tools'}",1
Pets,"{'Not Applicable', 'Content Warnings'}",1
Pets,"{'Off-topic/topic specific', 'Content Warnings'}",1
Pets,{'Off-topic/topic specific'},1
Pets,"{'Reposting/Crossposting', 'Content Warnings'}",1
Pets,"{'Spam', 'Automated tools'}",1
Politics,{'Hate Speech'},23
Politics,{'Illegal Content'},11
Politics,{'Mis/Disinformation/Conspiracy'},8
Politics,"{'Hate Speech', 'Harassment'}",7
Politics,"{'Harassment', 'Doxxing/ Personal Info'}",5
Politics,"{'NSFW', 'Content Warnings'}",5
Politics,{'Incitement of Violence'},4
Politics,{'Off-topic/topic specific'},4
Politics,"{'Advertising & Commercialization', 'Spam'}",3
Politics,"{'Content Warnings', 'Images'}",3
Politics,{'Impersonation'},3
Politics,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",2
Politics,{'Doxxing/ Personal Info'},2
Politics,"{'Harassment', 'Trolling'}",2
Politics,{'Harassment'},2
Politics,"{'Hate Speech', 'Incitement of Violence'}",2
Politics,"{'Illegal Content', 'Hate Speech'}",2
Politics,"{'Illegal Content', 'Incitement of Violence'}",2
Politics,"{'NSFW', 'Images'}",2
Politics,{'NSFW'},2
Politics,"{'Advertising & Commercialization', 'Links & Outside Content', 'Doxxing/ Personal Info'}",1
Politics,{'Advertising & Commercialization'},1
Politics,{'Automated tools'},1
Politics,{'Content Warnings'},1
Politics,{'Copyright/ Piracy'},1
Politics,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Politics,"{'Doxxing/ Personal Info', 'Images'}",1
Politics,"{'Harassment', 'Reposting/Crossposting'}",1
Politics,"{'Hate Speech', 'Harassment', 'Trolling'}",1
Politics,"{'Hate Speech', 'Images'}",1
Politics,"{'Hate Speech', 'Off-topic/topic specific'}",1
Politics,"{'Hate Speech', 'Trolling'}",1
Politics,"{'Illegal Content', 'Content Warnings', 'NSFW', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Spam'}",1
Politics,"{'Illegal Content', 'Copyright/ Piracy'}",1
Politics,"{'Illegal Content', 'Hate Speech', 'Harassment', 'Spam'}",1
Politics,"{'Illegal Content', 'NSFW', 'Content Warnings'}",1
Politics,"{'Illegal Content', 'NSFW'}",1
Politics,"{'Incitement of Violence', 'Harassment', 'Impersonation', 'Automated tools'}",1
Politics,{'Links & Outside Content'},1
Politics,"{'Mis/Disinformation/Conspiracy', 'Impersonation'}",1
Politics,"{'NSFW', 'Content Warnings', 'Hate Speech'}",1
Politics,"{'NSFW', 'Content Warnings', 'Images'}",1
Politics,"{'Not Applicable', 'Automated tools'}",1
Politics,"{'Not Applicable', 'NSFW'}",1
Politics,"{'Off-topic/topic specific', 'Harassment', 'Trolling', 'Hate Speech'}",1
Politics,{'Spam'},1
Religion,{'Hate Speech'},19
Religion,{'Content Warnings'},10
Religion,{'Illegal Content'},9
Religion,"{'Advertising & Commercialization', 'Spam'}",7
Religion,"{'Hate Speech', 'Harassment'}",7
Religion,{'Harassment'},6
Religion,{'NSFW'},5
Religion,"{'Harassment', 'Doxxing/ Personal Info'}",4
Religion,{'Mis/Disinformation/Conspiracy'},4
Religion,{'Images'},3
Religion,{'Incitement of Violence'},3
Religion,{'Links & Outside Content'},3
Religion,"{'NSFW', 'Content Warnings'}",3
Religion,"{'NSFW', 'Images'}",3
Religion,{'Spam'},3
Religion,{'Advertising & Commercialization'},2
Religion,"{'Content Warnings', 'Images'}",2
Religion,"{'Illegal Content', 'NSFW'}",2
Religion,{'Impersonation'},2
Religion,"{'Not Applicable', 'Automated tools'}",2
Religion,{'Automated tools'},1
Religion,{'Copyright/ Piracy'},1
Religion,"{'Harassment', 'Trolling'}",1
Religion,"{'Hate Speech', 'Incitement of Violence'}",1
Religion,"{'Illegal Content', 'Incitement of Violence'}",1
Religion,"{'Illegal Content', 'NSFW', 'Hate Speech'}",1
Religion,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
Religion,"{'Mis/Disinformation/Conspiracy', 'Spam'}",1
Religion,"{'NSFW', 'Incitement of Violence'}",1
Religion,"{'Not Applicable', 'Mis/Disinformation/Conspiracy'}",1
Religion,"{'Reposting/Crossposting', 'Automated tools'}",1
Self-improvement,{'Content Warnings'},9
Self-improvement,{'Hate Speech'},8
Self-improvement,{'Illegal Content'},6
Self-improvement,{'Mis/Disinformation/Conspiracy'},5
Self-improvement,{'Harassment'},4
Self-improvement,"{'Advertising & Commercialization', 'Spam'}",3
Self-improvement,"{'Content Warnings', 'Images'}",3
Self-improvement,{'Incitement of Violence'},3
Self-improvement,"{'NSFW', 'Content Warnings'}",3
Self-improvement,{'Copyright/ Piracy'},2
Self-improvement,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",2
Self-improvement,"{'Harassment', 'Trolling'}",2
Self-improvement,"{'Illegal Content', 'Hate Speech'}",2
Self-improvement,{'Images'},2
Self-improvement,{'Impersonation'},2
Self-improvement,"{'Not Applicable', 'Automated tools'}",2
Self-improvement,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy'}",1
Self-improvement,"{'Advertising & Commercialization', 'NSFW'}",1
Self-improvement,{'Advertising & Commercialization'},1
Self-improvement,{'Automated tools'},1
Self-improvement,"{'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Self-improvement,"{'Harassment', 'Doxxing/ Personal Info'}",1
Self-improvement,"{'Hate Speech', 'Harassment'}",1
Self-improvement,"{'Illegal Content', 'Links & Outside Content'}",1
Self-improvement,"{'Illegal Content', 'NSFW', 'Spam'}",1
Self-improvement,"{'Illegal Content', 'NSFW'}",1
Self-improvement,"{'Links & Outside Content', 'Not Applicable'}",1
Self-improvement,"{'Links & Outside Content', 'Spam'}",1
Self-improvement,{'Links & Outside Content'},1
Self-improvement,"{'Not Applicable', 'Harassment', 'Spam'}",1
Self-improvement,"{'Not Applicable', 'Mis/Disinformation/Conspiracy', 'Spam', 'Automated tools'}",1
Self-improvement,{'Off-topic/topic specific'},1
Sexual Content,{'Hate Speech'},35
Sexual Content,{'Illegal Content'},29
Sexual Content,{'NSFW'},23
Sexual Content,"{'NSFW', 'Content Warnings'}",16
Sexual Content,"{'Hate Speech', 'Harassment'}",14
Sexual Content,"{'Advertising & Commercialization', 'Spam'}",11
Sexual Content,{'Copyright/ Piracy'},11
Sexual Content,"{'Illegal Content', 'NSFW'}",11
Sexual Content,"{'Content Warnings', 'Images'}",10
Sexual Content,{'Content Warnings'},10
Sexual Content,"{'Harassment', 'Doxxing/ Personal Info'}",9
Sexual Content,{'Doxxing/ Personal Info'},8
Sexual Content,"{'NSFW', 'Content Warnings', 'Images'}",8
Sexual Content,{'Harassment'},7
Sexual Content,{'Mis/Disinformation/Conspiracy'},7
Sexual Content,"{'NSFW', 'Images'}",6
Sexual Content,{'Spam'},6
Sexual Content,{'Impersonation'},5
Sexual Content,{'Incitement of Violence'},5
Sexual Content,"{'Harassment', 'Incitement of Violence'}",4
Sexual Content,"{'Off-topic/topic specific', 'Harassment'}",4
Sexual Content,"{'Hate Speech', 'Incitement of Violence'}",3
Sexual Content,"{'Illegal Content', 'Copyright/ Piracy'}",3
Sexual Content,"{'Illegal Content', 'Hate Speech', 'Incitement of Violence'}",3
Sexual Content,"{'Illegal Content', 'Hate Speech'}",3
Sexual Content,{'Links & Outside Content'},3
Sexual Content,{'Off-topic/topic specific'},3
Sexual Content,"{'Reposting/Crossposting', 'Spam'}",3
Sexual Content,{'Automated tools'},2
Sexual Content,"{'Dogpiling', 'Harassment'}",2
Sexual Content,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",2
Sexual Content,"{'Illegal Content', 'Images'}",2
Sexual Content,{'Images'},2
Sexual Content,"{'NSFW', 'Doxxing/ Personal Info'}",2
Sexual Content,"{'NSFW', 'Harassment'}",2
Sexual Content,"{'NSFW', 'Images', 'Copyright/ Piracy'}",2
Sexual Content,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",2
Sexual Content,"{'Spam', 'Automated tools'}",2
Sexual Content,"{'Advertising & Commercialization', 'NSFW'}",1
Sexual Content,{'Advertising & Commercialization'},1
Sexual Content,"{'Content Warnings', 'Incitement of Violence'}",1
Sexual Content,"{'Harassment', 'Doxxing/ Personal Info', 'Spam'}",1
Sexual Content,"{'Harassment', 'Trolling', 'Spam'}",1
Sexual Content,"{'Harassment', 'Trolling'}",1
Sexual Content,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
Sexual Content,"{'Hate Speech', 'Trolling'}",1
Sexual Content,"{'Illegal Content', 'Harassment', 'Spam'}",1
Sexual Content,"{'Illegal Content', 'Harassment'}",1
Sexual Content,"{'Illegal Content', 'Hate Speech', 'Harassment'}",1
Sexual Content,"{'Illegal Content', 'Hate Speech', 'Images', 'Incitement of Violence'}",1
Sexual Content,"{'Illegal Content', 'Incitement of Violence', 'Copyright/ Piracy'}",1
Sexual Content,"{'Illegal Content', 'Links & Outside Content'}",1
Sexual Content,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",1
Sexual Content,"{'Illegal Content', 'NSFW', 'Images'}",1
Sexual Content,"{'Images', 'Copyright/ Piracy'}",1
Sexual Content,"{'Images', 'Spam'}",1
Sexual Content,"{'Impersonation', 'Automated tools'}",1
Sexual Content,"{'Links & Outside Content', 'Illegal Content', 'Spam'}",1
Sexual Content,"{'Links & Outside Content', 'Mis/Disinformation/Conspiracy'}",1
Sexual Content,"{'Links & Outside Content', 'NSFW'}",1
Sexual Content,"{'Links & Outside Content', 'Not Applicable'}",1
Sexual Content,"{'NSFW', 'Copyright/ Piracy'}",1
Sexual Content,"{'NSFW', 'Off-topic/topic specific'}",1
Sexual Content,"{'NSFW', 'Spam'}",1
Sexual Content,"{'Not Applicable', 'Automated tools'}",1
Sexual Content,"{'Not Applicable', 'Doxxing/ Personal Info'}",1
Sexual Content,"{'Not Applicable', 'NSFW'}",1
Sexual Content,"{'Not Applicable', 'Reposting/Crossposting'}",1
Sexual Content,"{'Not Applicable', 'Spam'}",1
Sexual Content,"{'Off-topic/topic specific', 'Spam'}",1
Sexual Content,"{'Reposting/Crossposting', 'Automated tools'}",1
Sexual Content,{'Reposting/Crossposting'},1
Support,{'Hate Speech'},220
Support,{'Illegal Content'},82
Support,{'Mis/Disinformation/Conspiracy'},63
Support,{'Incitement of Violence'},47
Support,"{'NSFW', 'Content Warnings'}",47
Support,"{'Advertising & Commercialization', 'Spam'}",44
Support,{'Content Warnings'},43
Support,"{'Hate Speech', 'Harassment'}",41
Support,{'Harassment'},40
Support,"{'Harassment', 'Doxxing/ Personal Info'}",39
Support,{'Doxxing/ Personal Info'},25
Support,{'Advertising & Commercialization'},24
Support,{'Spam'},23
Support,{'Impersonation'},21
Support,"{'Content Warnings', 'Images'}",19
Support,{'Copyright/ Piracy'},19
Support,"{'NSFW', 'Images'}",19
Support,{'NSFW'},16
Support,"{'NSFW', 'Content Warnings', 'Images'}",14
Support,{'Off-topic/topic specific'},14
Support,"{'Illegal Content', 'NSFW'}",13
Support,"{'Harassment', 'Trolling'}",12
Support,{'Images'},12
Support,"{'Not Applicable', 'Automated tools'}",11
Support,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",10
Support,"{'Hate Speech', 'Incitement of Violence'}",10
Support,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",10
Support,"{'Spam', 'Automated tools'}",8
Support,"{'Dogpiling', 'Harassment'}",7
Support,"{'Illegal Content', 'Hate Speech'}",7
Support,{'Automated tools'},6
Support,{'Links & Outside Content'},6
Support,"{'Illegal Content', 'Copyright/ Piracy'}",5
Support,"{'Reposting/Crossposting', 'Automated tools'}",5
Support,"{'Content Warnings', 'Incitement of Violence'}",4
Support,"{'Harassment', 'Incitement of Violence'}",4
Support,"{'Illegal Content', 'NSFW', 'Content Warnings'}",4
Support,"{'Links & Outside Content', 'Not Applicable'}",4
Support,"{'Not Applicable', 'Images'}",4
Support,"{'Not Applicable', 'Mis/Disinformation/Conspiracy'}",4
Support,"{'Harassment', 'Spam'}",3
Support,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",3
Support,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",3
Support,"{'Illegal Content', 'Incitement of Violence'}",3
Support,"{'Links & Outside Content', 'Illegal Content'}",3
Support,"{'Links & Outside Content', 'NSFW'}",3
Support,"{'Links & Outside Content', 'Spam'}",3
Support,"{'NSFW', 'Harassment'}",3
Support,"{'Not Applicable', 'Content Warnings'}",3
Support,"{'Not Applicable', 'Hate Speech'}",3
Support,"{'Off-topic/topic specific', 'Harassment'}",3
Support,"{'Off-topic/topic specific', 'Spam'}",3
Support,{'Trolling'},3
Support,"{'Advertising & Commercialization', 'Automated tools', 'Spam'}",2
Support,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy'}",2
Support,"{'Advertising & Commercialization', 'Not Applicable'}",2
Support,"{'Advertising & Commercialization', 'Spam', 'Automated tools'}",2
Support,"{'Automated tools', 'Spam'}",2
Support,"{'Hate Speech', 'Content Warnings'}",2
Support,"{'Illegal Content', 'Hate Speech', 'Harassment'}",2
Support,"{'Illegal Content', 'Hate Speech', 'Incitement of Violence'}",2
Support,"{'Illegal Content', 'Links & Outside Content'}",2
Support,"{'Links & Outside Content', 'Copyright/ Piracy'}",2
Support,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",2
Support,"{'NSFW', 'Images', 'Incitement of Violence'}",2
Support,"{'NSFW', 'Off-topic/topic specific', 'Spam'}",2
Support,"{'Not Applicable', 'Off-topic/topic specific'}",2
Support,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",2
Support,{'Reposting/Crossposting'},2
Support,"{'Advertising & Commercialization', 'Content Warnings'}",1
Support,"{'Advertising & Commercialization', 'Impersonation', 'Spam'}",1
Support,"{'Advertising & Commercialization', 'Impersonation'}",1
Support,"{'Advertising & Commercialization', 'Links & Outside Content'}",1
Support,"{'Advertising & Commercialization', 'NSFW', 'Spam'}",1
Support,"{'Advertising & Commercialization', 'Off-topic/topic specific', 'Spam'}",1
Support,"{'Advertising & Commercialization', 'Off-topic/topic specific'}",1
Support,"{'Advertising & Commercialization', 'Reposting/Crossposting', 'Spam', 'Automated tools'}",1
Support,"{'Advertising & Commercialization', 'Spam', 'Copyright/ Piracy'}",1
Support,"{'Dogpiling', 'Doxxing/ Personal Info', 'Hate Speech', 'Trolling', 'Harassment', 'Incitement of Violence'}",1
Support,"{'Dogpiling', 'Harassment', 'Trolling'}",1
Support,"{'Dogpiling', 'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
Support,"{'Dogpiling', 'Hate Speech'}",1
Support,"{'Doxxing/ Personal Info', 'Content Warnings'}",1
Support,"{'Doxxing/ Personal Info', 'Spam'}",1
Support,"{'Harassment', 'Automated tools'}",1
Support,"{'Harassment', 'Doxxing/ Personal Info', 'Impersonation'}",1
Support,"{'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Support,"{'Harassment', 'Trolling', 'Spam'}",1
Support,"{'Hate Speech', 'Doxxing/ Personal Info'}",1
Support,"{'Hate Speech', 'Harassment', 'Trolling'}",1
Support,"{'Hate Speech', 'Images'}",1
Support,"{'Hate Speech', 'Spam'}",1
Support,"{'Illegal Content', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Support,"{'Illegal Content', 'Doxxing/ Personal Info', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Support,"{'Illegal Content', 'Doxxing/ Personal Info'}",1
Support,"{'Illegal Content', 'Harassment', 'Doxxing/ Personal Info'}",1
Support,"{'Illegal Content', 'Harassment', 'Incitement of Violence'}",1
Support,"{'Illegal Content', 'Harassment', 'Spam'}",1
Support,"{'Illegal Content', 'Harassment'}",1
Support,"{'Illegal Content', 'Images'}",1
Support,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
Support,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Not Applicable'}",1
Support,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",1
Support,"{'Illegal Content', 'NSFW', 'Doxxing/ Personal Info', 'Copyright/ Piracy'}",1
Support,"{'Illegal Content', 'NSFW', 'Doxxing/ Personal Info', 'Spam'}",1
Support,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Spam'}",1
Support,"{'Illegal Content', 'NSFW', 'Images'}",1
Support,"{'Illegal Content', 'Off-topic/topic specific'}",1
Support,"{'Illegal Content', 'Reposting/Crossposting'}",1
Support,"{'Illegal Content', 'Spam'}",1
Support,"{'Images', 'Copyright/ Piracy'}",1
Support,"{'Images', 'Incitement of Violence'}",1
Support,"{'Impersonation', 'Automated tools'}",1
Support,"{'Links & Outside Content', 'Content Warnings', 'Illegal Content'}",1
Support,"{'Links & Outside Content', 'Content Warnings'}",1
Support,"{'Links & Outside Content', 'Harassment', 'Trolling', 'Spam'}",1
Support,"{'Links & Outside Content', 'Illegal Content', 'Incitement of Violence'}",1
Support,"{'Links & Outside Content', 'Illegal Content', 'Spam', 'Copyright/ Piracy'}",1
Support,"{'Links & Outside Content', 'Mis/Disinformation/Conspiracy'}",1
Support,"{'Links & Outside Content', 'Off-topic/topic specific'}",1
Support,"{'Links & Outside Content', 'Reposting/Crossposting', 'Copyright/ Piracy'}",1
Support,"{'Mis/Disinformation/Conspiracy', 'Harassment', 'Incitement of Violence'}",1
Support,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
Support,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment', 'Trolling'}",1
Support,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
Support,"{'Mis/Disinformation/Conspiracy', 'NSFW', 'Harassment', 'Trolling'}",1
Support,"{'NSFW', 'Content Warnings', 'Hate Speech'}",1
Support,"{'NSFW', 'Content Warnings', 'Spam'}",1
Support,"{'NSFW', 'Copyright/ Piracy'}",1
Support,"{'NSFW', 'Harassment', 'Spam', 'Incitement of Violence'}",1
Support,"{'NSFW', 'Hate Speech', 'Images'}",1
Support,"{'NSFW', 'Off-topic/topic specific'}",1
Support,"{'NSFW', 'Spam'}",1
Support,"{'Not Applicable', 'Doxxing/ Personal Info'}",1
Support,"{'Not Applicable', 'Trolling'}",1
Support,"{'Off-topic/topic specific', 'Automated tools'}",1
Support,"{'Off-topic/topic specific', 'Content Warnings'}",1
Support,"{'Off-topic/topic specific', 'Harassment', 'Doxxing/ Personal Info', 'Hate Speech'}",1
Support,"{'Off-topic/topic specific', 'Reposting/Crossposting'}",1
Support,"{'Reposting/Crossposting', 'Content Warnings'}",1
Support,"{'Spam', 'Copyright/ Piracy'}",1
Support,"{'Trolling', 'Harassment', 'Impersonation'}",1
Support,"{'Trolling', 'Spam'}",1
Tech,{'Hate Speech'},315
Tech,{'Illegal Content'},189
Tech,{'Incitement of Violence'},108
Tech,{'Mis/Disinformation/Conspiracy'},107
Tech,"{'Advertising & Commercialization', 'Spam'}",87
Tech,"{'Hate Speech', 'Harassment'}",87
Tech,"{'Harassment', 'Doxxing/ Personal Info'}",69
Tech,"{'NSFW', 'Content Warnings'}",67
Tech,{'Harassment'},66
Tech,{'Spam'},64
Tech,{'Copyright/ Piracy'},55
Tech,{'NSFW'},52
Tech,{'Doxxing/ Personal Info'},48
Tech,{'Impersonation'},47
Tech,"{'Content Warnings', 'Images'}",46
Tech,{'Content Warnings'},37
Tech,"{'NSFW', 'Images'}",31
Tech,{'Automated tools'},29
Tech,{'Advertising & Commercialization'},28
Tech,"{'Hate Speech', 'Incitement of Violence'}",27
Tech,{'Links & Outside Content'},24
Tech,{'Images'},20
Tech,{'Off-topic/topic specific'},20
Tech,"{'Illegal Content', 'Hate Speech'}",16
Tech,"{'Not Applicable', 'Automated tools'}",16
Tech,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",15
Tech,"{'Illegal Content', 'NSFW'}",11
Tech,"{'Illegal Content', 'Incitement of Violence'}",10
Tech,"{'NSFW', 'Content Warnings', 'Images'}",10
Tech,{'Trolling'},10
Tech,"{'Harassment', 'Incitement of Violence'}",9
Tech,"{'Harassment', 'Trolling'}",9
Tech,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",7
Tech,"{'Spam', 'Automated tools'}",7
Tech,"{'Illegal Content', 'Copyright/ Piracy'}",6
Tech,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",6
Tech,"{'Off-topic/topic specific', 'Spam'}",6
Tech,"{'Illegal Content', 'NSFW', 'Content Warnings'}",5
Tech,"{'Mis/Disinformation/Conspiracy', 'Spam'}",5
Tech,"{'Off-topic/topic specific', 'Harassment'}",5
Tech,"{'Dogpiling', 'Harassment'}",4
Tech,"{'Hate Speech', 'Off-topic/topic specific'}",4
Tech,"{'Links & Outside Content', 'Off-topic/topic specific'}",4
Tech,"{'Links & Outside Content', 'Spam'}",4
Tech,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",4
Tech,"{'NSFW', 'Hate Speech'}",4
Tech,"{'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",3
Tech,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",3
Tech,"{'Illegal Content', 'Images'}",3
Tech,"{'Illegal Content', 'Not Applicable'}",3
Tech,"{'Images', 'Copyright/ Piracy'}",3
Tech,"{'Images', 'Incitement of Violence'}",3
Tech,"{'Links & Outside Content', 'Reposting/Crossposting'}",3
Tech,"{'Mis/Disinformation/Conspiracy', 'Copyright/ Piracy'}",3
Tech,"{'NSFW', 'Harassment'}",3
Tech,"{'NSFW', 'Incitement of Violence'}",3
Tech,"{'Not Applicable', 'Off-topic/topic specific'}",3
Tech,"{'Off-topic/topic specific', 'Content Warnings'}",3
Tech,"{'Off-topic/topic specific', 'Trolling'}",3
Tech,"{'Reposting/Crossposting', 'Automated tools'}",3
Tech,"{'Reposting/Crossposting', 'Spam'}",3
Tech,"{'Advertising & Commercialization', 'Automated tools'}",2
Tech,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Impersonation'}",2
Tech,"{'Doxxing/ Personal Info', 'Images'}",2
Tech,"{'Harassment', 'Spam'}",2
Tech,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",2
Tech,"{'Hate Speech', 'Harassment', 'Trolling'}",2
Tech,"{'Hate Speech', 'Trolling'}",2
Tech,"{'Illegal Content', 'Harassment', 'Doxxing/ Personal Info'}",2
Tech,"{'Illegal Content', 'Hate Speech', 'Harassment'}",2
Tech,"{'Illegal Content', 'Links & Outside Content'}",2
Tech,"{'Links & Outside Content', 'Mis/Disinformation/Conspiracy'}",2
Tech,"{'Links & Outside Content', 'NSFW', 'Images'}",2
Tech,"{'Links & Outside Content', 'Not Applicable'}",2
Tech,"{'Mis/Disinformation/Conspiracy', 'Harassment'}",2
Tech,"{'NSFW', 'Content Warnings', 'Spam'}",2
Tech,"{'NSFW', 'Off-topic/topic specific'}",2
Tech,"{'NSFW', 'Spam'}",2
Tech,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",2
Tech,"{'Advertising & Commercialization', 'Links & Outside Content'}",1
Tech,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy'}",1
Tech,"{'Advertising & Commercialization', 'NSFW', 'Automated tools', 'Spam'}",1
Tech,"{'Advertising & Commercialization', 'NSFW', 'Spam', 'Incitement of Violence'}",1
Tech,"{'Advertising & Commercialization', 'Not Applicable'}",1
