,rules
442,abuseharassment you may not engage in the targeted harassment of someone or incite other people to do so this includes wishing or hoping that someone experiences physical harm
443,hateful conduct you may not promote violence against threaten or harass other people on the basis of race ethnicity national origin caste sexual orientation gender gender identity religious affiliation age disability or serious disease
444,perpetrators of violent attacks we will remove any accounts maintained by individual perpetrators of terrorist violent extremist or mass violent attacks and may also remove message disseminating manifestos or other content produced by perpetrators
445,suicide or selfharm you may not promote or encourage suicide or selfharm
446,sensitive media including graphic violence and adult content you may not post media that is excessively gory or share violent or adult content within live video or in profile or header images media depicting sexual violence andor assault is also not permitted
447,illegal or certain regulated goods or services you may not use our service for any unlawful purpose or in furtherance of illegal activities this includes selling buying or facilitating transactions in illegal goods or services as well as certain types of regulated goods or services
448,private information you may not publish or post other peoples private information such as home phone number and address without their express authorization and permission we also prohibit threatening to expose private information or incentivizing others to do so
449,nonconsensual nudity you may not post or share intimate photos or videos of someone that were produced or distributed without their consent
450,platform manipulation and spam you may not use scientificnetworkdes services in a manner intended to artificially amplify or suppress information or engage in behavior that manipulates or disrupts peoples experience on scientificnetworkde
451,civic integrity you may not use scientificnetworkdes services to manipulate or interfere in elections or other civic processes this includes posting or sharing content that may suppress participation or mislead people about when where or how to participate in a civic process
452,synthetic and manipulated media you may not deceptively share synthetic or manipulated media that are likely to cause harm
453,copyright and trademark you may not violate others intellectual property rights including copyright and trademark
454,you may not submit post or display any video content on or through our services that includes thirdparty advertising such as preroll video ads or sponsorship graphics without our prior consent
455,dont be a dick
456,no nazis
457,keep it civil polite
458,no spamming no advertisement no business deals no commercial activity
459,you have no rights here youre a guest
460,well try to keep the rules pretty simple here basically treat others with decency and respect
461,hate speech and bullying are not tolerated
462,no nudity
463,kein rassismus kein sexusmus keine diskriminierung keine hassreden keine überzogenen beleidigungen
464,keine drohungen wir sind eine friedliche mastodon instanz
465,sieh bitte von expliziten nsfw inhalten auf dieser instanz ab markiert solche aber in jeden fall korrekt
466,freundlicher und moralisch vertretbarer umgang mit den nutzern und den betreibern
467,vermeidet spam
468,ordenadores hardware software y juegos
469,computers hardware software and gaming in spanish and english
470,respect other members of the community
471,please keep it to english or german languages spoken by doriansnowball for moderation purposes
472,keep it sfw safe for work
473,be friendly this is a wholesome instance
474,dont post anything which is considered illegal in either germany or the european union
475,please mark nudity pornography gore or violent content as not safe for work
476,dont post anything homophobic racist sexist transphobic xenophobic or ableist
477,also use common sense and dont try to find loopholes in the rules
478,this server is meant to be inclusive and friendly nsfw tolerated but use cw please if you can
479,politics generally tolerated
480,bullying discrimination and hate speech is not acceptable nor welcome here this includes discrimination on the basis of nationality citizenship ethnicity gender or sexual orientation andor any kind of social characteristic in general
