,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
137,149,comics.town,"Comics Town is a welcoming environment for LGBTQIA+ , PoC and Indigenous creators.  Moderation decisions will be made with this as a priority. 
",comics town is a welcoming environment for lgbtqia poc and indigenous creators moderation decisions will be made with this as a priority,English,comics town is a welcoming environment for lgbtqia poc and indigenous creators moderation decisions will be made with this as a priority
138,150,comics.town,Explicit content should use the Content Warning feature.,explicit content should use the content warning feature,English,explicit content should use the content warning feature
139,151,comics.town,"Promotional posts are allowed, but should be in healthy balance with interaction with the community.
",promotional posts are allowed but should be in healthy balance with interaction with the community,English,promotional posts are allowed but should be in healthy balance with interaction with the community
140,152,comics.town,"Non-comics content is allowed, but please keep fandom discourse to a respectful dull roar.",noncomics content is allowed but please keep fandom discourse to a respectful dull roar,English,noncomics content is allowed but please keep fandom discourse to a respectful dull roar
141,153,comics.town,"No AI Generated Content:
AI-derived work will be deleted and repeat offenders will lose their Comics Town accounts.",no ai generated content aiderived work will be deleted and repeat offenders will lose their comics town accounts,English,no ai generated content aiderived work will be deleted and repeat offenders will lose their comics town accounts
142,154,geeknews.chat,"Behave yourself, and do not post anything to the Metaverse that can get this server banned. No Hate Speech, No Adult Material.",behave yourself and do not post anything to the metaverse that can get this server banned no hate speech no adult material,English,behave yourself and do not post anything to the metaverse that can get this server banned no hate speech no adult material
143,155,mstdn.anqou.net,（少なくとも表面上は）仲良くしてください。,少なくとも表面上は仲良くしてください,non-Englsih,At least please get along on the surface
144,156,mstdn.anqou.net,突然サーバのデータが吹っ飛んでも怒らないでください。,突然サーバのデータが吹っ飛んでも怒らないでください,non-Englsih,Don't get angry even if the server data suddenly blows away
145,157,mstdn.anqou.net,日本国の法律に従ってください。,日本国の法律に従ってください,non-Englsih,Please follow the laws of Japan
146,158,mstdn.anqou.net,公序良俗を守ってください。,公序良俗を守ってください,non-Englsih,Please protect public order and morals
147,159,shadowverdon.info,公序良俗に反するトゥートをする方、シャドウバースに無関係なトゥートや、愚痴ばかりをローカルタイムラインに流す方は管理人の独断でアカウントを凍結する可能性があります。,公序良俗に反するトゥートをする方シャドウバースに無関係なトゥートや愚痴ばかりをローカルタイムラインに流す方は管理人の独断でアカウントを凍結する可能性があります,non-Englsih,Those who do toot that are contrary to public order and morals may freeze the account with the manager's discretion if only the toot or bitches that are unrelated to the shadow base.
148,160,shadowverdon.info,登録しただけでトゥートなし、アイコン設定なし、ユーザー名の設定なし等の、継続的な利用が認められないアカウントは定期的に削除しています。,登録しただけでトゥートなしアイコン設定なしユーザー名の設定なし等の継続的な利用が認められないアカウントは定期的に削除しています,non-Englsih,"No icon settings and no icon settings, no icon settings, etc. The accounts that are not allowed to be continuously used, such as the user name, are regularly deleted."
149,161,shadowverdon.info,ROM専の方はプロフィールにその旨を書いて下さい。,rom専の方はプロフィールにその旨を書いて下さい,non-Englsih,"If you are a ROM specialty, please write that in your profile"
150,162,systerserver.town,This is a space for feminists that have been somehow connected to the systerserver network.,this is a space for feminists that have been somehow connected to the systerserver network,English,this is a space for feminists that have been somehow connected to the systerserver network
151,163,systerserver.town,"No discrimination: No content condoning or advocating for the oppression of members of marginalised groups, or general discrimination of groups based on characteristics such as gender, race, disabilities, ethnicity, class, nationality, education, religion.",no discrimination no content condoning or advocating for the oppression of members of marginalised groups or general discrimination of groups based on characteristics such as gender race disabilities ethnicity class nationality education religion,English,no discrimination no content condoning or advocating for the oppression of members of marginalised groups or general discrimination of groups based on characteristics such as gender race disabilities ethnicity class nationality education religion
