,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
177,181,flaki.social,"There is only one rule.

Not ruling out the possibility that one day this unruly server might be rule-gulated, but that is not now nor is it anytime soon.",there is only one rule not ruling out the possibility that one day this unruly server might be rulegulated but that is not now nor is it anytime soon,English,there is only one rule not ruling out the possibility that one day this unruly server might be rulegulated but that is not now nor is it anytime soon
178,182,dataare.cool,"Be geeky, be kind",be geeky be kind,non-Englsih,be geeky be kind
179,183,dataare.cool,Cite!,cite,non-Englsih,cite
180,184,dataare.cool,Black lives matter,black lives matter,non-Englsih,black lives matter
181,185,dataare.cool,Trans rights are human rights,trans rights are human rights,English,trans rights are human rights
182,186,chipprbots.com,Rule is not a list,rule is not a list,English,rule is not a list
183,187,smol.cafe,Respect EVERYBODY!,respect everybody,English,respect everybody
184,188,cdrum.social,This is a single user server.,this is a single user server,English,this is a single user server
185,189,iway.social," No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
186,190,iway.social, No incitement of violence or promotion of violent ideologies ,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
187,191,iway.social," No harassment, dogpiling or doxxing of other users ",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
188,192,iway.social, No content illegal in Switzerland ,no content illegal in switzerland,non-Englsih,no content illegal in switzerland
189,193,iway.social, Do not share intentionally false or misleading information ,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
190,194,iway.social, Be excelent to each other ,be excelent to each other,English,be excelent to each other
191,195,mastodon.ok1bt.cz,Hlavně žádný homo!,hlavně žádný homo,non-Englsih,Especially no homo
192,196,evamadeonline.com,"Everyone is welcome here. But understand that this is an instance supporting a specific community and fandom. We are more then happy to welcome you in, but you are the one coming to us. Treat everyone with respect, and take the time to get to know the instance.",everyone is welcome here but understand that this is an instance supporting a specific community and fandom we are more then happy to welcome you in but you are the one coming to us treat everyone with respect and take the time to get to know the instance,English,everyone is welcome here but understand that this is an instance supporting a specific community and fandom we are more then happy to welcome you in but you are the one coming to us treat everyone with respect and take the time to get to know the instance
193,197,evamadeonline.com,All fan art should be posted with a link to the original artist. Official art from Studio Khara should be mark as such as well.,all fan art should be posted with a link to the original artist official art from studio khara should be mark as such as well,English,all fan art should be posted with a link to the original artist official art from studio khara should be mark as such as well
194,198,evamadeonline.com,"All NSFW Content needs to be marked as such, especially visual content.",all nsfw content needs to be marked as such especially visual content,English,all nsfw content needs to be marked as such especially visual content
195,199,social.yearg.in,You must be either Stephen or Samantha Yeargin to have an account on this server.,you must be either stephen or samantha yeargin to have an account on this server,English,you must be either stephen or samantha yeargin to have an account on this server
196,200,sixfeetup.social,A great place to be a Sixie,a great place to be a sixie,English,a great place to be a sixie
197,201,amphora.social,This server is for Employees and Contractors of Amphora Research Systems and related companies. ,this server is for employees and contractors of amphora research systems and related companies,English,this server is for employees and contractors of amphora research systems and related companies
198,202,mastodon.gramschladen.de,Don't be a dick,dont be a dick,English,dont be a dick
199,203,mastodon.gramschladen.de,Being far right means being a dick. ,being far right means being a dick,English,being far right means being a dick
200,204,mastodon.gramschladen.de,"When you post content, make sure you got the permission from the original creator, if it's not your own content. ",when you post content make sure you got the permission from the original creator if its not your own content,English,when you post content make sure you got the permission from the original creator if its not your own content
201,205,mastodon.gramschladen.de,You must not post anything what is illegal in Germany. ,you must not post anything what is illegal in germany,English,you must not post anything what is illegal in germany
202,206,commons.whatiwanttoknow.org,Rule is not a list,rule is not a list,English,rule is not a list
203,207,social.xcetera.biz,"Behave yourself, all of you.. me... us",behave yourself all of you me us,English,behave yourself all of you me us
204,208,osten.social,Sei immer freundlich und höflich. Behandle andere mit Respekt.,sei immer freundlich und höflich behandle andere mit respekt,non-Englsih,"Always be friendly and polite, others treat others with respect"
205,209,osten.social,"Belästige und beleidige niemanden und unterlasse persönliche Angriffe.Weder allein noch als Gruppe. Das Veröffentlichen oder die Androhung von Veröffentlichung von personen-identifizierenden Informationen (""doxing"") wird als Belästigung ausgelegt.",belästige und beleidige niemanden und unterlasse persönliche angriffeweder allein noch als gruppe das veröffentlichen oder die androhung von veröffentlichung von personenidentifizierenden informationen doxing wird als belästigung ausgelegt,non-Englsih,Harcomed and insulted no one and refrain from personal attacking winds alone as a group or the threat of publication of personal identifying information is interpreted as a harassment
